name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий
@angular-architects/module-federation;22.0.0;22.0.0;https://registry.npmjs.org/@angular-architects/module-federation/-/module-federation-22.0.0.tgz;npm install @angular-architects/module-federation@22.0.0;direct;
@angular-architects/native-federation;22.1.2;22.1.2;https://registry.npmjs.org/@angular-architects/native-federation/-/native-federation-22.1.2.tgz;npm install @angular-architects/native-federation@22.1.2;direct;
@angular-builders/jest;22.0.1;22.0.1;https://registry.npmjs.org/@angular-builders/jest/-/jest-22.0.1.tgz;npm install @angular-builders/jest@22.0.1;direct;
@angular/animations;22.1.6;22.1.6;https://registry.npmjs.org/@angular/animations/-/animations-22.1.6.tgz;npm install @angular/animations@22.1.6;direct;
@angular/build;22.1.8;22.1.8;https://registry.npmjs.org/@angular/build/-/build-22.1.8.tgz;npm install @angular/build@22.1.8;direct;
@angular/cdk;22.1.6;22.1.6;https://registry.npmjs.org/@angular/cdk/-/cdk-22.1.6.tgz;npm install @angular/cdk@22.1.6;direct;
@angular/cli;22.1.8;22.1.8;https://registry.npmjs.org/@angular/cli/-/cli-22.1.8.tgz;npm install @angular/cli@22.1.8;direct;
@angular/common;22.1.6;22.1.6;https://registry.npmjs.org/@angular/common/-/common-22.1.6.tgz;npm install @angular/common@22.1.6;direct;
@angular/compiler;22.1.6;22.1.6;https://registry.npmjs.org/@angular/compiler/-/compiler-22.1.6.tgz;npm install @angular/compiler@22.1.6;direct;
@angular/compiler-cli;22.1.6;22.1.6;https://registry.npmjs.org/@angular/compiler-cli/-/compiler-cli-22.1.6.tgz;npm install @angular/compiler-cli@22.1.6;direct;
@angular/core;22.1.6;22.1.6;https://registry.npmjs.org/@angular/core/-/core-22.1.6.tgz;npm install @angular/core@22.1.6;direct;
@angular/forms;22.1.6;22.1.6;https://registry.npmjs.org/@angular/forms/-/forms-22.1.6.tgz;npm install @angular/forms@22.1.6;direct;
@angular/localize;22.1.6;22.1.6;https://registry.npmjs.org/@angular/localize/-/localize-22.1.6.tgz;npm install @angular/localize@22.1.6;direct;
@angular/material;22.1.6;22.1.6;https://registry.npmjs.org/@angular/material/-/material-22.1.6.tgz;npm install @angular/material@22.1.6;direct;
@angular/platform-browser;22.1.6;22.1.6;https://registry.npmjs.org/@angular/platform-browser/-/platform-browser-22.1.6.tgz;npm install @angular/platform-browser@22.1.6;direct;
@angular/platform-browser-dynamic;22.1.6;22.1.6;https://registry.npmjs.org/@angular/platform-browser-dynamic/-/platform-browser-dynamic-22.1.6.tgz;npm install @angular/platform-browser-dynamic@22.1.6;direct;
@angular/router;22.1.6;22.1.6;https://registry.npmjs.org/@angular/router/-/router-22.1.6.tgz;npm install @angular/router@22.1.6;direct;
@eslint/js;10.0.1;10.0.1;https://registry.npmjs.org/@eslint/js/-/js-10.0.1.tgz;npm install @eslint/js@10.0.1;direct;
@softarc/native-federation-node;3.5.6;3.5.6;https://registry.npmjs.org/@softarc/native-federation-node/-/native-federation-node-3.5.6.tgz;npm install @softarc/native-federation-node@3.5.6;direct;
@types/jest;30.0.0;30.0.0;https://registry.npmjs.org/@types/jest/-/jest-30.0.0.tgz;npm install @types/jest@30.0.0;direct;
angular-eslint;22.5.0;22.5.0;https://registry.npmjs.org/angular-eslint/-/angular-eslint-22.5.0.tgz;npm install angular-eslint@22.5.0;direct;
es-module-shims;2.8.4;2.8.4;https://registry.npmjs.org/es-module-shims/-/es-module-shims-2.8.4.tgz;npm install es-module-shims@2.8.4;direct;
eslint;10.10.0;10.10.0;https://registry.npmjs.org/eslint/-/eslint-10.10.0.tgz;npm install eslint@10.10.0;direct;
eslint-config-prettier;10.1.8;10.1.8;https://registry.npmjs.org/eslint-config-prettier/-/eslint-config-prettier-10.1.8.tgz;npm install eslint-config-prettier@10.1.8;direct;
jest;30.5.1;30.5.1;https://registry.npmjs.org/jest/-/jest-30.5.1.tgz;npm install jest@30.5.1;direct;
jest-environment-jsdom;30.5.1;30.5.1;https://registry.npmjs.org/jest-environment-jsdom/-/jest-environment-jsdom-30.5.1.tgz;npm install jest-environment-jsdom@30.5.1;direct;
jest-preset-angular;17.0.0;17.0.0;https://registry.npmjs.org/jest-preset-angular/-/jest-preset-angular-17.0.0.tgz;npm install jest-preset-angular@17.0.0;direct;
prettier;3.9.6;3.9.6;https://registry.npmjs.org/prettier/-/prettier-3.9.6.tgz;npm install prettier@3.9.6;direct;
rxjs;7.8.2;7.8.2;https://registry.npmjs.org/rxjs/-/rxjs-7.8.2.tgz;npm install rxjs@7.8.2;direct;
tslib;2.8.1;2.8.1;https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz;npm install tslib@2.8.1;direct;
typescript;6.0.3;6.0.3;https://registry.npmjs.org/typescript/-/typescript-6.0.3.tgz;npm install typescript@6.0.3;direct;
typescript-eslint;8.70.0;8.70.0;https://registry.npmjs.org/typescript-eslint/-/typescript-eslint-8.70.0.tgz;npm install typescript-eslint@8.70.0;direct;
zone.js;0.16.3;0.16.3;https://registry.npmjs.org/zone.js/-/zone.js-0.16.3.tgz;npm install zone.js@0.16.3;direct;
@typescript-eslint/types;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/types/-/types-8.70.0.tgz;npm install @typescript-eslint/types@8.70.0;@typescript-eslint/parser, @typescript-eslint/project-service, @typescript-eslint/scope-manager, @typescript-eslint/type-utils, @typescript-eslint/typescript-estree, @typescript-eslint/utils, @typescript-eslint/visitor-keys, angular-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@typescript-eslint/typescript-estree;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/typescript-estree/-/typescript-estree-8.70.0.tgz;npm install @typescript-eslint/typescript-estree@8.70.0;@typescript-eslint/parser, @typescript-eslint/type-utils, @typescript-eslint/utils, typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@typescript-eslint/utils;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/utils/-/utils-8.70.0.tgz;npm install @typescript-eslint/utils@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/type-utils, angular-eslint, typescript-eslint;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@typescript-eslint/visitor-keys;8.70.0;8.70.0;https://registry.npmjs.org/@typescript-eslint/visitor-keys/-/visitor-keys-8.70.0.tgz;npm install @typescript-eslint/visitor-keys@8.70.0;@typescript-eslint/eslint-plugin, @typescript-eslint/parser, @typescript-eslint/scope-manager, @typescript-eslint/typescript-estree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@ungap/structured-clone;1.4.0;1.4.0;https://registry.npmjs.org/@ungap/structured-clone/-/structured-clone-1.4.0.tgz;npm install @ungap/structured-clone@1.4.0;jest-worker;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-android-arm-eabi;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-android-arm-eabi/-/resolver-binding-android-arm-eabi-1.12.2.tgz;npm install @unrs/resolver-binding-android-arm-eabi@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-android-arm64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-android-arm64/-/resolver-binding-android-arm64-1.12.2.tgz;npm install @unrs/resolver-binding-android-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-darwin-arm64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-darwin-arm64/-/resolver-binding-darwin-arm64-1.12.2.tgz;npm install @unrs/resolver-binding-darwin-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-darwin-x64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-darwin-x64/-/resolver-binding-darwin-x64-1.12.2.tgz;npm install @unrs/resolver-binding-darwin-x64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-freebsd-x64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-freebsd-x64/-/resolver-binding-freebsd-x64-1.12.2.tgz;npm install @unrs/resolver-binding-freebsd-x64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-arm-gnueabihf;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm-gnueabihf/-/resolver-binding-linux-arm-gnueabihf-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm-gnueabihf@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-arm-musleabihf;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm-musleabihf/-/resolver-binding-linux-arm-musleabihf-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm-musleabihf@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-arm64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm64-gnu/-/resolver-binding-linux-arm64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-arm64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-arm64-musl/-/resolver-binding-linux-arm64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-arm64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-loong64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-loong64-gnu/-/resolver-binding-linux-loong64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-loong64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-loong64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-loong64-musl/-/resolver-binding-linux-loong64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-loong64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-ppc64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-ppc64-gnu/-/resolver-binding-linux-ppc64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-ppc64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-riscv64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-riscv64-gnu/-/resolver-binding-linux-riscv64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-riscv64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-riscv64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-riscv64-musl/-/resolver-binding-linux-riscv64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-riscv64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-s390x-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-s390x-gnu/-/resolver-binding-linux-s390x-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-s390x-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-x64-gnu;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-x64-gnu/-/resolver-binding-linux-x64-gnu-1.12.2.tgz;npm install @unrs/resolver-binding-linux-x64-gnu@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-linux-x64-musl;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-linux-x64-musl/-/resolver-binding-linux-x64-musl-1.12.2.tgz;npm install @unrs/resolver-binding-linux-x64-musl@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-openharmony-arm64;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-openharmony-arm64/-/resolver-binding-openharmony-arm64-1.12.2.tgz;npm install @unrs/resolver-binding-openharmony-arm64@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-wasm32-wasi;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-wasm32-wasi/-/resolver-binding-wasm32-wasi-1.12.2.tgz;npm install @unrs/resolver-binding-wasm32-wasi@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-win32-arm64-msvc;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-win32-arm64-msvc/-/resolver-binding-win32-arm64-msvc-1.12.2.tgz;npm install @unrs/resolver-binding-win32-arm64-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-win32-ia32-msvc;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-win32-ia32-msvc/-/resolver-binding-win32-ia32-msvc-1.12.2.tgz;npm install @unrs/resolver-binding-win32-ia32-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@unrs/resolver-binding-win32-x64-msvc;1.12.2;1.12.2;https://registry.npmjs.org/@unrs/resolver-binding-win32-x64-msvc/-/resolver-binding-win32-x64-msvc-1.12.2.tgz;npm install @unrs/resolver-binding-win32-x64-msvc@1.12.2;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@vitejs/plugin-basic-ssl;2.3.0;2.3.0;https://registry.npmjs.org/@vitejs/plugin-basic-ssl/-/plugin-basic-ssl-2.3.0.tgz;npm install @vitejs/plugin-basic-ssl@2.3.0;@angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/ast;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/ast/-/ast-1.14.1.tgz;npm install @webassemblyjs/ast@1.14.1;@webassemblyjs/helper-wasm-section, @webassemblyjs/wasm-edit, @webassemblyjs/wasm-gen, @webassemblyjs/wasm-opt, @webassemblyjs/wasm-parser, @webassemblyjs/wast-printer, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/floating-point-hex-parser;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/floating-point-hex-parser/-/floating-point-hex-parser-1.13.2.tgz;npm install @webassemblyjs/floating-point-hex-parser@1.13.2;@webassemblyjs/helper-numbers;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/helper-api-error;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/helper-api-error/-/helper-api-error-1.13.2.tgz;npm install @webassemblyjs/helper-api-error@1.13.2;@webassemblyjs/helper-numbers, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/helper-buffer;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/helper-buffer/-/helper-buffer-1.14.1.tgz;npm install @webassemblyjs/helper-buffer@1.14.1;@webassemblyjs/helper-wasm-section, @webassemblyjs/wasm-edit, @webassemblyjs/wasm-opt;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/helper-numbers;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/helper-numbers/-/helper-numbers-1.13.2.tgz;npm install @webassemblyjs/helper-numbers@1.13.2;@webassemblyjs/ast;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/helper-wasm-bytecode;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/helper-wasm-bytecode/-/helper-wasm-bytecode-1.13.2.tgz;npm install @webassemblyjs/helper-wasm-bytecode@1.13.2;@webassemblyjs/ast, @webassemblyjs/helper-wasm-section, @webassemblyjs/wasm-edit, @webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/helper-wasm-section;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/helper-wasm-section/-/helper-wasm-section-1.14.1.tgz;npm install @webassemblyjs/helper-wasm-section@1.14.1;@webassemblyjs/wasm-edit;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/ieee754;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/ieee754/-/ieee754-1.13.2.tgz;npm install @webassemblyjs/ieee754@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/leb128;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/leb128/-/leb128-1.13.2.tgz;npm install @webassemblyjs/leb128@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/utf8;1.13.2;1.13.2;https://registry.npmjs.org/@webassemblyjs/utf8/-/utf8-1.13.2.tgz;npm install @webassemblyjs/utf8@1.13.2;@webassemblyjs/wasm-gen, @webassemblyjs/wasm-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/wasm-edit;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/wasm-edit/-/wasm-edit-1.14.1.tgz;npm install @webassemblyjs/wasm-edit@1.14.1;webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/wasm-gen;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/wasm-gen/-/wasm-gen-1.14.1.tgz;npm install @webassemblyjs/wasm-gen@1.14.1;@webassemblyjs/helper-wasm-section, @webassemblyjs/wasm-edit, @webassemblyjs/wasm-opt;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/wasm-opt;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/wasm-opt/-/wasm-opt-1.14.1.tgz;npm install @webassemblyjs/wasm-opt@1.14.1;@webassemblyjs/wasm-edit;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/wasm-parser;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/wasm-parser/-/wasm-parser-1.14.1.tgz;npm install @webassemblyjs/wasm-parser@1.14.1;@webassemblyjs/wasm-edit, @webassemblyjs/wasm-opt, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@webassemblyjs/wast-printer;1.14.1;1.14.1;https://registry.npmjs.org/@webassemblyjs/wast-printer/-/wast-printer-1.14.1.tgz;npm install @webassemblyjs/wast-printer@1.14.1;@webassemblyjs/wasm-edit;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@xtuc/ieee754;1.2.0;1.2.0;https://registry.npmjs.org/@xtuc/ieee754/-/ieee754-1.2.0.tgz;npm install @xtuc/ieee754@1.2.0;@webassemblyjs/ieee754;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@xtuc/long;4.2.2;4.2.2;https://registry.npmjs.org/@xtuc/long/-/long-4.2.2.tgz;npm install @xtuc/long@4.2.2;@webassemblyjs/helper-numbers, @webassemblyjs/leb128, @webassemblyjs/wast-printer;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
accepts;2.0.0;2.0.0;https://registry.npmjs.org/accepts/-/accepts-2.0.0.tgz;npm install accepts@2.0.0;express, serve-index;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
acorn;8.18.0;8.18.0;https://registry.npmjs.org/acorn/-/acorn-8.18.0.tgz;npm install acorn@8.18.0;espree, terser, webpack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
acorn-jsx;5.3.2;5.3.2;https://registry.npmjs.org/acorn-jsx/-/acorn-jsx-5.3.2.tgz;npm install acorn-jsx@5.3.2;espree;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
adjust-sourcemap-loader;4.0.0;4.0.0;https://registry.npmjs.org/adjust-sourcemap-loader/-/adjust-sourcemap-loader-4.0.0.tgz;npm install adjust-sourcemap-loader@4.0.0;resolve-url-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
adm-zip;0.6.0;0.6.0;https://registry.npmjs.org/adm-zip/-/adm-zip-0.6.0.tgz;npm install adm-zip@0.6.0;@module-federation/dts-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
agent-base;9.0.0;9.0.0;https://registry.npmjs.org/agent-base/-/agent-base-9.0.0.tgz;npm install agent-base@9.0.0;http-proxy-agent, https-proxy-agent;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ajv;8.20.0;8.20.0;https://registry.npmjs.org/ajv/-/ajv-8.20.0.tgz;npm install ajv@8.20.0;@angular-devkit/core, @modelcontextprotocol/sdk, ajv-formats, eslint, schema-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ajv-formats;3.0.1;3.0.1;https://registry.npmjs.org/ajv-formats/-/ajv-formats-3.0.1.tgz;npm install ajv-formats@3.0.1;@angular-devkit/core, @modelcontextprotocol/sdk, schema-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ajv-keywords;5.1.0;5.1.0;https://registry.npmjs.org/ajv-keywords/-/ajv-keywords-5.1.0.tgz;npm install ajv-keywords@5.1.0;schema-utils;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ansi-colors;4.1.3;4.1.3;https://registry.npmjs.org/ansi-colors/-/ansi-colors-4.1.3.tgz;npm install ansi-colors@4.1.3;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ansi-escapes;7.3.0;7.3.0;https://registry.npmjs.org/ansi-escapes/-/ansi-escapes-7.3.0.tgz;npm install ansi-escapes@7.3.0;@jest/core, jest-watcher, log-update;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ansi-html-community;0.0.8;0.0.8;https://registry.npmjs.org/ansi-html-community/-/ansi-html-community-0.0.8.tgz;npm install ansi-html-community@0.0.8;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ansi-regex;6.3.0;6.3.0;https://registry.npmjs.org/ansi-regex/-/ansi-regex-6.3.0.tgz;npm install ansi-regex@6.3.0;strip-ansi, strip-ansi-cjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
ansi-styles;6.2.3;6.2.3;https://registry.npmjs.org/ansi-styles/-/ansi-styles-6.2.3.tgz;npm install ansi-styles@6.2.3;chalk, pretty-format, slice-ansi, wrap-ansi, wrap-ansi-cjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
anymatch;3.1.3;3.1.3;https://registry.npmjs.org/anymatch/-/anymatch-3.1.3.tgz;npm install anymatch@3.1.3;chokidar, jest-haste-map;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
argparse;1.0.10;1.0.10;https://registry.npmjs.org/argparse/-/argparse-1.0.10.tgz;npm install argparse@1.0.10;js-yaml;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
aria-query;5.3.2;5.3.2;https://registry.npmjs.org/aria-query/-/aria-query-5.3.2.tgz;npm install aria-query@5.3.2;@angular-eslint/eslint-plugin-template;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
array-flatten;1.1.1;1.1.1;https://registry.npmjs.org/array-flatten/-/array-flatten-1.1.1.tgz;npm install array-flatten@1.1.1;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
